clip,frame,t,Root,Pelvis,Spine1,Spine2,Neck,Head,L_Clavicle,R_Clavicle,L_Shoulder,R_Shoulder,L_Elbow,R_Elbow,L_Hand,R_Hand,L_Hip,R_Hip,L_KneeLower,R_KneeLower,L_Foot,R_Foot,L_Toe,R_Toe,Axe_Handle,Axe_Head,Axe_Jaw,Weapon,SnapWeapon,SnapWeapon2Hand
attack2,48,1.6,-10.2161|90.6874|5.4339,-10.8254|85.4539|5.0311,-11.4994|98.3643|5.6325,-9.1596|114.0012|6.9737,8.0067|141.6668|-1.6373,14.1337|146.88|-0.7323,4.2355|135.1935|4.13,4.5977|132.8934|-2.5371,5.7907|151.7489|15.7456,3.9486|132.5435|-22.8083,28.8648|125.3799|36.2631,3.6711|95.5476|-39.5476,41.3691|111.6436|12.7929,30.66|84.095|-33.5195,-19.5515|78.8802|15.2188,-2.8247|78.4055|-5.4311,1.4921|47.1631|45.8423,35.9298|50.9648|-16.9193,-38.6815|16.6358|41.967,13.3581|16.4208|-46.2152,-31.0572|7.8661|49.4511,23.1709|7.7611|-41.7595,46.9131|105.4557|18.7646,6.9695|53.6695|-107.0199,11.9814|51.0044|-103.0529,39.1932|75.2096|-31.6394,40.5547|74.5654|-32.8572,30.6599|84.0947|-33.5214
attack2,49,1.6333,-10.2232|90.9623|6.6537,-10.8639|85.7283|6.286,-11.461|98.6505|6.7836,-9.036|114.2578|8.0001,8.3016|141.8036|-0.6516,14.4537|146.9993|0.2537,4.4808|135.3686|5.1258,4.8474|133.046|-1.5333,6.1911|152.0216|16.5789,4.2936|132.5284|-21.8038,30.5702|125.9137|35.8854,3.6003|95.8703|-39.2588,42.5955|111.2192|12.7477,30.6491|84.7397|-32.9048,-19.7347|79.3143|16.4505,-2.8268|78.5246|-4.0418,1.4165|47.1115|46.4873,35.4646|50.8608|-16.5064,-38.6095|16.529|41.6414,13.3686|16.3885|-46.2461,-31.0349|7.7093|49.1173,23.142|7.6876|-41.7842,47.1259|106.2914|19.1504,6.5898|53.8322|-106.1647,11.6408|51.2062|-102.2213,39.2136|75.8152|-31.0848,40.0442|75.2094|-32.0986,30.649|84.7394|-32.9067
attack2,50,1.6667,-10.0381|91.2086|7.8899,-10.7137|85.976|7.5419,-11.2251|98.9078|7.9729,-8.7144|114.4799|9.1049,8.6054|142.0448|0.4785,14.748|147.2612|1.3955,4.7811|135.6069|6.2504,5.1642|133.2825|-0.4071,6.5169|152.3238|17.6063,4.7178|132.6032|-20.6754,32.7808|126.6938|34.9849,3.8861|96.3394|-38.9297,44.4604|111.6457|11.8974,31.0126|85.4688|-32.458,-19.7473|79.7004|17.6493,-2.6405|78.6415|-2.6649,1.41|46.9689|47.1047,35.1228|50.7178|-16.1218,-38.5155|16.4256|41.2809,13.3857|16.3951|-46.296,-30.9927|7.542|48.7333,23.1173|7.6433|-41.8421,47.4633|106.6594|19.6801,6.9774|54.8553|-105.9236,12.0595|52.238|-102.0145,39.6435|76.5106|-30.7668,39.8867|75.8445|-31.4705,31.0125|85.4685|-32.4599
attack2,51,1.7,-9.6971|91.4247|9.1222,-10.4067|86.1943|8.7826,-10.8344|99.134|9.1751,-8.2448|114.6677|10.2539,8.9538|142.331|1.7001,15.0673|147.5887|2.637,5.1512|135.8655|7.4555,5.5575|133.5532|0.7952,6.8329|152.6184|18.7663,5.2535|132.6676|-19.4679,34.9947|127.5802|33.8893,4.4748|96.8387|-38.5641,46.505|112.4967|10.74,31.6982|86.1944|-32.1232,-19.604|80.0348|18.8135,-2.2973|78.7532|-1.3178,1.4239|46.8665|47.8703,34.8923|50.5494|-15.7524,-38.4599|16.441|41.2055,13.4093|16.4364|-46.3436,-30.9945|7.5192|48.67,23.1001|7.6304|-41.9076,48.2032|106.9232|20.1264,7.5968|56.0572|-105.8214,12.7134|53.4391|-101.9581,40.4028|77.2137|-30.5835,40.332|76.4296|-31.0357,31.698|86.1941|-32.125
attack2,52,1.7333,-9.236|91.6092|10.3315,-9.9744|86.381|9.993,-10.3312|99.327|10.3658,-7.6766|114.8216|11.414,9.3831|142.6022|2.9631,15.4629|147.9044|3.9254,5.6061|136.1008|8.6948,6.0375|133.808|2.0294,7.2055|152.8655|20.0001,5.9306|132.6274|-18.2206,37.0209|128.488|32.8642,5.2879|97.2566|-38.1572,48.5108|113.4455|9.6782,32.5871|86.7116|-31.876,-19.3201|80.3135|19.9425,-1.8283|78.8573|-0.0163,1.5314|46.8466|48.7832,34.7613|50.3633|-15.3841,-38.3065|16.5137|41.455,13.4373|16.5016|-46.3634,-30.8752|7.6038|48.9677,23.0918|7.6441|-41.951,49.3954|108.0345|20.0075,8.0732|55.6433|-105.0791,13.2298|53.0888|-101.2264,41.3466|77.7481|-30.3207,41.443|77.009|-30.8136,32.587|86.7113|-31.8778
attack2,53,1.7667,-8.6921|91.7601|11.495,-9.4487|86.533|11.1537,-9.7607|99.484|11.5179,-7.0661|114.9416|12.5507,9.8941|142.8187|4.2181,15.9458|148.1573|5.2088,6.1327|136.2843|9.9225,6.5872|134.0134|3.2511,7.6591|153.0408|21.2501,6.7182|132.4724|-16.9745,38.8798|129.3216|31.8036,6.2286|97.5439|-37.6805,50.404|114.3797|8.5695,33.5683|86.9617|-31.6425,-18.9127|80.5282|21.0292,-1.2623|78.9536|1.2197,1.7229|46.747|49.6579,34.713|50.1561|-15.0088,-38.0949|16.5349|41.7446,13.4594|16.5657|-46.33,-30.6716|7.6493|49.2939,23.0858|7.6666|-41.9399,50.6476|108.7312|19.9708,8.6787|55.2741|-104.4479,13.8628|52.7595|-100.6059,42.3553|78.0316|-30.0668,42.8853|77.5644|-30.7157,33.5681|86.9614|-31.6443
attack2,54,1.8,-8.101|91.876|12.5935,-8.8614|86.6483|12.2432,-9.1649|99.6029|12.616,-6.4721|115.0286|13.6532,10.3254|143.0465|5.4646,16.3377|148.4327|6.4873,6.5963|136.4647|11.1355,7.0755|134.2247|4.4553,8.0152|153.1966|22.5132,7.4516|132.3323|-15.7373,40.4955|130.2503|30.7109,7.2316|97.8304|-37.151,52.1764|115.4664|7.4541,34.6261|87.2094|-31.4384,-18.4172|80.6664|22.0439,-0.6213|79.0496|2.3685,1.7546|46.3751|50.3953,34.693|49.8971|-14.6584,-38.2504|16.5789|41.8722,13.4361|16.5769|-46.2648,-30.8827|7.6572|49.4334,23.0473|7.6579|-41.8818,51.9576|108.89|20.1362,9.3851|55.6692|-104.1788,14.5948|53.154|-100.3721,43.4381|78.3002|-29.9305,44.2949|78.0651|-30.6434,34.626|87.2091|-31.4402
attack2,55,1.8333,-7.4991|91.9552|13.607,-8.2584|86.7269|13.2382,-8.5656|99.684|13.6436,-5.889|115.078|14.7132,10.7154|143.2647|6.7121,16.6829|148.7015|7.7744,7.0274|136.6223|12.3393,7.5304|134.4259|5.6464,8.3241|153.3057|23.8025,8.1322|132.2622|-14.5136,41.8815|131.2067|29.6545,8.2576|98.1926|-36.6093,53.7727|116.6482|6.3621,35.7212|87.5504|-31.2805,-17.8947|80.7408|22.9572,0.0374|79.1352|3.4049,1.7431|45.9697|51.0984,34.662|49.5971|-14.358,-38.4845|16.6356|42.0369,13.3671|16.542|-46.2162,-31.177|7.6847|49.6219,22.9761|7.6245|-41.8253,53.4904|109.1769|20.1735,9.8694|56.1|-103.839,15.1313|53.5997|-100.0947,44.5929|78.6877|-29.8888,45.3983|78.5041|-30.509,35.721|87.5501|-31.2823
attack2,56,1.8667,-6.8875|92.0075|14.5588,-7.652|86.7804|14.1597,-7.9473|99.7393|14.6282,-5.2679|115.0949|15.7656,11.1751|143.4455|8.0139,17.1043|148.9224|9.1272,7.5217|136.7349|13.5824,8.0439|134.597|6.872,8.7153|153.3365|25.1748,8.8482|132.256|-13.261,43.0737|132.0342|28.9712,9.3639|98.6986|-36.1217,55.2378|117.7197|5.6684,36.9113|88.0782|-31.1973,-17.3724|80.7795|23.7853,0.6868|79.2084|4.3476,1.7277|45.5348|51.7067,34.6232|49.2851|-14.086,-38.706|16.655|42.1191,13.2991|16.49|-46.1924,-31.447|7.6785|49.7203,22.9177|7.5932|-41.7806,55.2018|110.5304|19.7216,10.3425|55.4618|-102.9737,15.7134|53.0917|-99.2999,45.9625|79.392|-29.877,46.4972|78.9901|-30.3242,36.9111|88.0779|-31.1991
attack2,57,1.9,-6.2472|92.0442|15.4851,-7.0325|86.8221|15.0414,-7.2773|99.7817|15.6083,-4.5493|115.0871|16.855,11.816|143.5694|9.4286,17.7229|149.0648|10.6075,8.1778|136.7875|14.92,8.7121|134.7247|8.1871,9.3141|153.2673|26.6906,9.7022|132.2837|-11.9257,44.1084|132.4816|29.1443,10.5037|99.2503|-35.5294,56.6768|118.2932|5.9794,38.1022|88.581|-31.0141,-16.8524|80.8103|24.5586,1.325|79.2714|5.2286,1.7681|45.1197|52.2363,34.6065|48.9937|-13.8102,-38.8224|16.6333|42.1472,13.3002|16.4499|-46.183,-31.5858|7.6429|49.7534,22.94|7.5916|-41.7402,56.9111|111.3423|19.5802,10.815|55.5267|-102.3167,16.2699|53.2271|-98.723,47.2758|80.0082|-29.8195,47.6179|79.5027|-30.1186,38.102|88.5806|-31.016
attack2,58,1.9333,-5.5808|92.0673|16.3894,-6.3962|86.8532|15.8896,-6.5672|99.8113|16.5844,-3.7634|115.0573|17.9738,12.575|143.6534|10.9357,18.4697|149.153|12.1923,8.9402|136.7957|16.3346,9.4822|134.8223|9.5756,10.0452|153.1195|28.3236,10.633|132.3646|-10.5267,45.0668|132.6344|29.9197,11.5249|99.7918|-34.7588,57.8125|118.5644|6.7794,39.1216|88.9398|-30.6903,-16.3238|80.8288|25.2864,1.9639|79.3306|6.0576,1.928|44.8685|52.8604,34.6179|48.7292|-13.5423,-38.7429|16.6178|42.4379,13.3605|16.4119|-46.1732,-31.4907|7.6693|50.0786,23.0345|7.6074|-41.6976,58.7644|111.0653|19.8702,10.6529|56.79|-101.9434,16.1391|54.4172|-98.4463,48.2502|80.2939|-29.7036,48.7121|79.9981|-29.9156,39.1214|88.9395|-30.6921
attack2,59,1.9667,-4.8916|92.0784|17.2747,-5.7433|86.8751|16.7088,-5.8251|99.8286|17.5566,-2.9272|115.007|19.1167,13.4181|143.7045|12.5214,19.3073|149.1975|13.8657,9.7791|136.7666|17.8138,10.3257|134.8951|11.0263,10.8676|152.9034|30.0548,11.6051|132.5117|-9.0772,46.1607|132.9629|32.3964,12.3633|100.3239|-33.8229,58.7723|119.1005|9.0583,39.8953|89.1256|-30.289,-15.7831|80.8348|25.9753,2.6081|79.3893|6.8413,2.1018|44.6064|53.4386,34.6427|48.4694|-13.2739,-38.6472|16.5871|42.7013,13.4479|16.3714|-46.1611,-31.371|7.6826|50.3706,23.1569|7.6221|-41.6533,59.6056|112.4006|19.726,11.3633|55.3305|-100.7512,16.9787|53.1733|-97.32,49.3152|80.7908|-29.3649,49.7302|80.4326|-29.7389,39.895|89.1253|-30.2908
attack2,60,2.0,-4.1828|92.0793|18.1435,-5.0756|86.8898|17.503,-5.0563|99.8345|18.526,-2.051|114.9372|20.2806,14.3271|143.7246|14.1762,20.2159|149.2018|15.617,10.6778|136.7028|19.3497,11.2269|134.9445|12.5321,11.7592|152.6236|31.871,12.6075|132.7152|-7.5823,47.2607|133.4865|36.5743,13.0909|100.8805|-32.7874,59.6529|119.8247|13.0015,40.4988|89.2014|-29.9044,-15.2304|80.8305|26.6307,3.258|79.45|7.5858,2.2279|44.2175|53.8574,34.662|48.1908|-12.9942,-38.6411|16.5285|42.7265,13.5296|16.3279|-46.1492,-31.3488|7.6327|50.3906,23.2609|7.6192|-41.611,60.1498|113.7429|19.5238,12.0901|53.5897|-99.5178,17.8436|51.6876|-96.1654,50.2504|81.2463|-29.0659,50.6227|80.7619|-29.6118,40.4985|89.2011|-29.9062
attack2,61,2.0333,-3.457|92.0716|18.9995,-4.394|86.899|18.277,-4.2655|99.8298|19.4945,-1.1435|114.8491|21.4636,15.285|143.7158|15.8929,21.177|149.1697|17.4376,11.6212|136.6071|20.9357,12.1715|134.9721|14.0876,12.6989|152.2844|33.7608,13.6349|132.9573|-6.0436,48.2481|134.4233|41.8811,13.7643|101.4492|-31.66,60.8098|120.922|18.3056,40.9792|89.1695|-29.5481,-14.6652|80.8176|27.2586,3.9152|79.5148|8.2979,2.2551|43.6073|54.0111,34.6547|47.8711|-12.6934,-38.8093|16.4404|42.3269,13.5701|16.282|-46.1396,-31.5218|7.4862|49.9272,23.2978|7.5832|-41.5746,61.2597|114.1392|19.407,11.7039|52.9349|-98.4797,17.5656|51.1461|-95.2549,50.8956|81.3984|-28.9212,51.3409|80.9422|-29.5581,40.9789|89.1691|-29.5499
attack2,62,2.0667,-2.7188|92.0571|19.8437,-3.7019|86.9041|19.0342,-3.4594|99.8158|20.4594,-0.2157|114.7446|22.6557,16.2744|143.6795|17.6492,22.1717|149.1043|19.3032,12.5933|136.4828|22.5526,13.1443|134.9785|15.6747,13.664|151.8927|35.6984,14.6814|133.2151|-4.4746,48.7829|135.837|48.2518,14.44|102.0062|-30.4539,61.8489|122.3757|24.9287,41.3817|89.0236|-29.2309,-14.09|80.7998|27.8645,4.5786|79.5832|8.985,2.4028|43.266|54.4315,34.6201|47.5235|-12.3822,-38.7541|16.3938|42.396,13.5666|16.241|-46.1349,-31.441|7.4663|50.0032,23.2746|7.5288|-41.5539,63.5836|113.1347|19.3164,9.3836|54.0016|-97.5796,15.3138|52.0855|-94.5594,51.186|81.0872|-28.9976,51.8336|80.9291|-29.6012,41.3813|89.0232|-29.2327
attack2,63,2.1,-1.9709|92.0374|20.6797,-3.0014|86.907|19.78,-2.6414|99.7938|21.4216,0.7278|114.6259|23.8524,17.2882|143.6161|19.4319,23.1924|149.0068|21.1988,13.5871|136.332|24.1891,14.1393|134.9633|17.283,14.6449|151.453|37.6672,15.749|133.4685|-2.8823,48.821|137.4349|54.5254,15.0591|102.4874|-29.1249,62.6626|124.1524|31.5499,41.5538|88.5617|-29.0682,-13.5068|80.7814|28.4554,5.2477|79.6544|9.6556,2.5734|42.9727|54.8851,34.5714|47.178|-12.0765,-38.6587|16.3583|42.5386,13.5412|16.213|-46.135,-31.3137|7.4726|50.1639,23.2326|7.4829|-41.5527,63.3132|114.2906|18.8415,10.2295|51.2198|-96.498,16.2856|49.6193|-93.5447,51.7188|81.0876|-28.8881,52.0737|80.6999|-29.7514,41.5534|88.5613|-29.07
attack2,64,2.1333,-1.2165|92.0143|21.5103,-2.2952|86.9092|20.5178,-1.8151|99.7653|22.3827,1.6821|114.4946|25.053,18.3193|143.5265|21.2368,24.2315|148.8787|23.1197,14.5962|136.1564|25.8418,15.1501|134.9275|18.9096,15.6349|150.969|39.6595,16.8312|133.7178|-1.269,48.2259|139.1312|60.7878,15.6189|102.8855|-27.6674,63.7608|125.9825|38.8409,41.399|87.7465|-29.1151,-12.9183|80.7649|29.0352,5.9205|79.7296|10.3147,2.7375|42.6701|55.3084,34.5067|46.841|-11.777,-38.5757|16.3314|42.6456,13.4935|16.2008|-46.1386,-31.2|7.4829|50.2847,23.171|7.4495|-41.5673,62.8081|115.1168|18.0332,10.6237|48.0523|-95.4486,16.8057|46.7837|-92.5967,51.9149|80.7685|-29.0466,52.099|80.2892|-29.9894,41.3986|87.7461|-29.1169
attack2,65,2.1667,-0.4588|91.9895|22.338,-1.5863|86.9125|21.2512,-0.9845|99.7319|23.3444,2.6422|114.3526|26.2571,19.3608|143.4126|23.0597,25.2816|148.7223|25.0607,15.6138|135.9583|27.5072,16.1705|134.8724|20.5514,16.6277|150.4455|41.6675,17.9224|133.9616|0.3631,47.033|140.7203|66.7602,16.2738|103.2372|-26.1373,64.5506|127.7867|46.2237,41.0823|86.7861|-29.2676,-12.3272|80.7527|29.6082,6.5948|79.8096|10.9668,2.8795|42.3325|55.6705,34.4247|46.5182|-11.4844,-38.5308|16.3159|42.6639,13.4237|16.2073|-46.1442,-31.1298|7.4902|50.3048,23.0898|7.4328|-41.5935,63.5948|114.511|17.1501,8.7752|46.5721|-94.5551,15.0698|45.4081|-91.9127,51.7109|79.9823|-29.5566,51.9593|79.7387|-30.2951,41.0818|86.7857|-29.2694
attack2,66,2.2,0.2996|91.9647|23.1667,-0.8767|86.9184|21.9844,-0.1524|99.6952|24.3093,3.6044|114.2021|27.4651,20.4065|143.2764|24.8981,26.3364|148.5402|27.0189,16.6345|135.7402|29.1836,17.1951|134.8|22.2069,17.618|149.8874|43.6857,19.0188|134.1978|2.0134,45.5134|141.9462|72.102,17.182|103.5706|-24.587,65.0574|129.4379|53.1951,40.8258|85.8678|-29.4323,-11.7352|80.7471|30.1792,7.2691|79.8955|11.6174,2.9949|41.9583|55.968,34.3243|46.2156|-11.1983,-38.5299|16.3178|42.5851,13.3326|16.2356|-46.1503,-31.1102|7.4983|50.2151,22.9897|7.4369|-41.6273,66.3618|112.1082|16.2747,4.2332|47.7502|-93.7119,10.6152|46.3678|-91.406,51.2331|78.7815|-30.3668,51.7035|79.0898|-30.6484,40.8252|85.8674|-29.434
attack2,67,2.2333,1.0541|91.9416|23.9972,-0.1708|86.9285|22.7192,0.6754|99.6568|25.277,4.5616|114.0459|28.674,21.4473|143.1209|26.7435,27.386|148.3363|28.985,17.6495|135.506|30.8638,18.2154|134.7128|23.8693,18.5975|149.3021|45.7027,20.1128|134.4239|3.6757,44.1663|142.532|76.5102,18.442|103.8623|-23.0108,65.7021|130.9156|59.2718,40.7138|84.9844|-29.6052,-11.1464|80.7499|30.7511,7.9399|79.9879|12.2697,3.0852|41.5609|56.2125,34.2055|45.9395|-10.9188,-38.5673|16.344|42.4276,13.2222|16.2885|-46.1554,-31.1359|7.5164|50.0368,22.8724|7.4659|-41.6642,66.1851|112.4338|15.4194,4.2602|45.1327|-92.9079,10.7393|44.0112|-90.7346,51.3665|78.299|-30.7346,51.3819|78.3857|-31.0284,40.7132|84.984|-29.6069
attack2,68,2.2667,1.802|91.922|24.8332,0.5292|86.9443|23.46,1.4961|99.6188|26.2501,5.5101|113.8866|29.8845,22.4771|142.9497|28.5936,28.4241|148.1145|30.9558,18.6534|135.2593|32.5463,19.2261|134.6134|25.5373,19.5613|148.6964|47.7135,21.2003|134.6387|5.349,43.3185|142.4955|80.053,19.9468|104.0898|-21.375,66.0417|131.9649|63.6623,40.5644|84.0873|-29.7834,-10.5625|80.7633|31.3288,8.6057|80.0874|12.929,3.1557|41.1587|56.4264,34.0683|45.6954|-10.6447,-38.6319|16.4009|42.2247,13.0952|16.3689|-46.1578,-31.1951|7.5557|49.808,22.7403|7.5239|-41.6999,66.3432|112.3318|14.5668,3.7164|43.0926|-92.123,10.2781|42.1645|-90.1127,51.377|77.7125|-31.1769,51.0438|77.6675|-31.4152,40.5638|84.0868|-29.7851
attack2,69,2.3,2.5401|91.9074|25.6774,1.2205|86.9671|24.2101,2.3058|99.5828|27.2302,6.4452|113.7272|31.0962,23.489|142.7668|30.4438,29.4434|147.8797|32.9263,19.6398|135.0045|34.2277,20.2208|134.5055|27.2074,20.5034|148.0782|49.7117,22.276|134.8412|7.0299,43.321|141.9074|82.7264,21.5432|104.2803|-19.6996,66.3963|132.3991|66.2032,40.2829|83.2825|-29.8881,-9.9863|80.7888|31.9164,9.2642|80.1944|13.5998,3.2152|40.7759|56.6407,33.9137|45.4886|-10.3748,-38.7075|16.4927|42.0234,12.9551|16.4795|-46.1562,-31.2701|7.6273|49.5825,22.5965|7.6147|-41.7298,67.5306|111.2364|13.7606,1.3746|42.6897|-91.2326,8.0065|41.7673|-89.4645,51.0594|76.9554|-31.7198,50.7387|76.9773|-31.7885,40.2822|83.282|-29.8898
crit,0,0.0,6.5997|121.9874|55.2982,5.5752|116.9945|55.7957,4.8923|129.2473|54.3631,3.1946|143.598|51.8866,-2.1182|172.832|36.0328,-0.5863|178.5754|34.8239,1.3456|166.989|42.6099,-0.9858|163.4899|36.9387,8.9716|177.7667|58.0085,-9.202|154.6554|20.634,43.2394|164.2575|40.9208,10.2468|133.4867|-8.0442,53.3371|153.198|15.0053,31.0218|120.1375|-24.957,-2.8833|113.4073|67.5739,11.2328|107.361|45.8826,-17.1351|65.8718|66.1562,12.1339|67.6046|9.1252,-31.8969|16.6301|64.6942,13.0704|26.4259|-28.955,-25.3915|7.7545|73.0556,19.871|14.5484|-30.8941,62.2755|151.9262|12.9976,-13.2543|73.6117|-77.8884,-6.3398|74.0198|-77.8125,42.0178|115.9909|-29.5849,42.0048|115.9782|-29.5734,31.0208|120.1383|-24.9578
crit,1,0.0333,10.2974|128.7936|66.6474,9.4945|123.8248|67.2528,8.3043|135.8078|65.248,5.7752|150.0176|62.2401,-1.8096|180.868|51.0636,-0.6029|186.8415|50.4045,1.9819|174.3558|56.7744,0.1909|171.6449|50.5066,9.5423|184.9189|72.3531,-6.4799|164.1798|32.8665,35.6655|171.9577|40.0049,15.4814|145.8324|1.1495,54.9224|162.4077|16.1608,31.663|132.3074|-22.2345,0.4904|120.2519|78.6238,15.5982|114.1809|57.6183,-15.6912|69.2633|72.1802,14.4373|76.282|23.2528,-32.452|16.4439|65.5125,13.2382|37.0269|-12.3494,-25.836|7.5288|73.7441,17.0402|23.9756|-14.8575,61.5443|165.1522|15.9219,-9.7885|82.5296|-74.5402,-3.1797|84.457|-75.3092,42.5857|130.5457|-28.3269,41.8292|133.168|-27.0932,31.6619|132.3081|-22.2351
crit,2,0.0667,13.5565|134.214|78.4888,12.9064|129.3488|79.1032,11.5084|140.9059|76.7118,8.483|155.0016|73.5927,-0.635|186.6382|66.5092,0.4714|192.7732|66.327,3.3016|179.6016|71.4474,2.023|177.7358|64.7597,10.3147|190.8845|86.7755,-3.081|171.793|46.0506,34.9106|181.7843|49.8103,17.2009|158.2611|9.3385,53.041|175.0807|22.5636,32.1445|148.2832|-17.7265,3.0127|125.7412|89.6975,19.6737|119.7477|69.8777,-13.9695|72.3104|77.4567,23.5428|78.9104|43.3459,-31.5597|16.9606|64.7842,15.865|45.7992|5.8545,-25.0525|8.0863|73.1455,17.7506|32.4401|2.8441,61.5684|179.8541|21.896,-6.63|98.3236|-71.9121,-0.8161|101.853|-73.225,42.3287|149.2989|-25.1276,41.6533|150.3751|-24.6104,32.1432|148.2837|-17.7269
crit,3,0.1,15.6041|135.635|92.076,15.0872|130.6996|92.3305,13.7731|142.2684|89.8129,10.8199|156.597|86.8577,2.8804|188.7786|80.8996,4.3533|194.9962|81.004,5.9583|181.3349|85.8508,5.8389|180.0215|78.9152,10.0704|192.2063|102.4742,3.4789|177.9193|58.8799,36.1091|192.254|68.1574,20.1367|177.593|19.3719,55.2595|192.2928|42.9209,32.3843|177.3484|-9.6931,2.5585|126.2021|99.1086,25.1115|121.7882|85.7587,-14.4916|72.3003|82.0551,33.2871|79.9481|62.6203,-32.1533|16.4606|64.3968,18.4631|55.4321|21.3423,-27.793|7.5852|74.052,19.9221|42.0436|18.2271,56.7727|198.4736|39.3584,4.9675|140.2762|-79.0798,9.1436|145.7991|-78.8828,41.6269|183.2958|-15.916,40.0172|184.0087|-13.8947,32.3828|177.3486|-9.6932
crit,4,0.1333,16.9767|135.3035|105.538,16.649|129.9609|105.4115,15.3586|142.4182|102.6771,12.0895|157.2666|99.6798,4.6274|189.5293|93.5459,6.3131|195.8871|93.892,6.8447|181.9277|98.7127,8.1696|180.9295|91.8505,7.1894|192.6576|115.9227,9.1398|183.0387|71.7008,45.044|200.0572|103.2319,21.0812|200.3975|36.0282,52.0712|213.1227|77.236,29.8795|213.1873|9.7296,3.0339|124.2316|107.635,29.0445|122.115|102.6047,-14.2637|70.9203|86.3581,36.4565|81.6253|76.2945,-32.1834|15.6915|64.3247,22.7545|58.7197|33.3006,-30.2134|6.8175|74.7352,24.1282|45.3184|30.2021,51.639|210.7141|64.3907,9.4104|207.6045|-70.9069,13.0276|212.7511|-68.0069,39.7636|220.6168|7.155,39.6445|220.5359|7.3247,29.8781|213.1877|9.7295
crit,5,0.1667,17.8972|134.9769|117.1067,17.4768|128.8135|116.7354,16.2218|143.1902|113.557,12.0671|159.1185|109.7521,3.1066|190.9646|103.4494,4.5547|197.5871|104.1231,4.9441|183.2992|108.6707,7.6588|182.7774|102.1745,0.6281|193.3923|125.7275,11.7492|187.3972|82.8529,38.8874|204.2523|119.7072,23.7093|210.2442|51.4295,42.7295|224.8954|98.3745,28.0583|233.1493|32.1964,3.5138|123.6297|117.8769,29.6214|120.5769|113.9511,-13.9222|71.1807|91.3673,34.1857|79.9369|88.8759,-31.9871|16.8487|63.9142,29.5921|58.6353|44.2152,-30.3923|7.9776|74.3912,31.4159|45.1253|41.927,50.7247|226.5205|86.2789,9.0656|232.8357|-49.0827,12.0875|238.022|-45.6255,37.8026|240.9438|30.2436,38.5872|239.7848|31.4527,28.0568|233.1497|32.1963
crit,6,0.2,18.5362|133.5132|127.7398,18.1182|126.1888|127.1197,16.682|143.177|123.1557,12.0037|161.8275|117.5761,2.0371|193.3147|110.9872,3.141|200.188|112.109,3.3214|185.4725|116.1103,7.415|185.5648|110.3591,-6.0526|194.4436|131.7013,14.504|192.9126|92.8333,32.0525|207.1977|133.1188,34.889|219.9631|72.0839,35.9258|231.9497|116.1705,28.1964|246.0915|59.3148,3.9831|121.3578|127.1531,30.1638|117.8457|124.2248,-13.1824|69.0637|96.614,34.291|83.5599|89.3195,-30.9664|14.8998|64.9906,38.5722|48.0431|53.1651,-28.9772|6.1125|75.4707,41.9219|34.6683|54.1515,48.4475|236.0495|113.8828,14.8219|251.2232|-23.0003,17.0925|256.3188|-18.8941,37.645|254.4392|58.565,38.1458|253.8502|58.4698,28.195|246.0918|59.3146
crit,7,0.2333,19.0225|127.955|136.8633,18.7905|119.2712|135.4476,17.4788|139.6951|131.4925,13.2311|162.567|124.9531,4.8444|194.5396|118.5028,5.7305|201.5269|120.3705,4.7605|186.2587|123.0654,10.3665|186.8725|118.8183,-10.0309|194.3392|134.3507,20.3695|198.1042|105.21,24.8516|213.2211|144.2901,41.2383|231.1459|97.3859,41.857|233.9071|128.2621,31.5741|255.5835|82.1944,4.8325|114.65|132.8102,31.1948|111.2907|133.0956,-14.2838|62.134|108.407,35.424|58.3951|102.7843,-31.4485|18.7078|65.8958,40.996|16.4137|55.7693,-29.5808|9.6392|76.1564,41.0518|7.4966|66.3316,49.5111|237.4995|135.5078,22.538|273.0595|0.9497,24.3773|277.5115|5.9275,40.885|264.057|83.2084,41.5|263.9396|84.113,31.5726|255.5838|82.1942
crit,8,0.2667,17.8992|110.3992|144.1889,18.0056|100.5892|140.6494,17.0441|125.2022|139.8451,13.9958|156.401|135.7684,7.688|189.4326|133.9476,8.1407|196.1189|137.3331,6.2544|180.4076|136.3746,12.9208|181.5697|134.3618,-11.8434|187.832|141.7398,24.4451|196.8097|127.5555,20.8303|213.338|151.6071,32.7672|238.0566|123.5873,44.3676|235.1262|143.2269,34.7274|265.3202|105.6,4.6923|97.0219|134.8901,30.8053|93.3073|138.1534,-15.3077|51.0877|109.9198,35.759|50.7314|102.5528,-31.4706|17.5577|65.5074,41.4201|16.6263|56.3476,-29.5016|8.6824|75.917,41.4553|7.7461|66.9411,49.5936|234.1405|153.5342,30.3711|302.9747|31.0986,31.8795|305.9991|37.1451,43.8826|273.1966|109.2967,43.7784|272.1763|109.493,34.7259|265.3206|105.5998
